geoid,YYYYMM,Sex,Age_Group,total_drug_OD_n,total_opioid_OD_n,total_heroin_OD_n,total_Fentanyl_OD_n,total_stimulant_OD_n,total_Cocaine_OD_n,total_Methamphetamine_OD_n,total_Benzo_OD_n,total_ED_visits
IN,202501,Missing,Total,0,0,0,0,0,0,0,0,57
OH,202411,Total,11 to 14,55,0,0,0,4,0,0,0,12880
LA,202409,Total,0 to 10,89,1,0,0,0,0,0,1,23199
ID,202411,Total,15 to 24,75,3,0,1,3,1,0,2,6289
SC,202406,Female,55 to 64,39,7,1,0,2,2,0,1,10759
NJ,202407,Female,65+,120,24,2,0,0,0,0,3,44547
MO,202408,Female,Missing,4,0,0,0,0,0,0,0,116
HI,202407,Male,Total,64,16,0,1,7,1,5,0,23050
ME,202406,Male,45 to 54,23,9,2,0,1,0,0,0,2732
PA,202408,Female,0 to 10,82,5,0,0,1,0,1,0,16767
NJ,202406,Total,Missing,47,7,0,0,1,1,0,0,497
DE,202408,Male,11 to 14,2,0,0,0,0,0,0,0,783
TN,202407,Female,45 to 54,130,41,4,5,7,5,2,3,19039
VT,202407,Male,45 to 54,17,7,0,1,1,0,0,1,1436
MD,202407,Total,65+,181,63,6,5,2,2,0,4,49498
AK,202407,Total,Missing,0,0,0,0,0,0,0,0,19
WY,202408,Missing,Missing,0,0,0,0,0,0,0,0,2
GA,202406,Total,Missing,24,6,0,0,0,0,0,0,340
AL,202408,Female,65+,59,19,0,1,3,3,0,4,23873
TN,202408,Male,Total,1192,445,34,76,106,57,35,22,136066
NV,202408,Female,15 to 24,69,13,0,2,0,0,0,0,8485
NE,202406,Missing,45 to 54,1,1,0,0,0,0,0,0,3
SD,202403,Missing,15 to 24,0,0,0,0,0,0,0,0,null
OR,202407,Missing,Missing,4,2,0,0,0,0,0,0,45
VA,202406,Male,15 to 24,112,17,0,2,1,1,0,0,14143
IN,202406,Male,Missing,0,0,0,0,0,0,0,0,59
AZ,202408,Missing,11 to 14,0,0,0,0,0,0,0,0,5
WI,202406,Male,0 to 10,36,1,0,0,0,0,0,0,10667
AL,202407,Missing,Missing,0,0,0,0,0,0,0,0,462
AL,202406,Male,Total,529,152,6,42,53,13,28,10,80201
KY,202406,Male,45 to 54,108,44,6,4,9,1,8,1,11622
NE,202406,Male,45 to 54,8,0,0,0,3,0,3,0,2738
MN,202408,Missing,0 to 10,0,0,0,0,0,0,0,0,3
TN,202408,Total,15 to 24,298,50,2,16,11,4,8,3,37392
AR,202405,Missing,25 to 34,0,0,0,0,0,0,0,0,1
SC,202405,Total,65+,110,19,0,0,1,1,0,3,41289
IL,202405,Total,55 to 64,678,429,202,10,20,17,3,14,53809
MI,202404,Missing,11 to 14,1,0,0,0,0,0,0,0,3
SC,202403,Male,35 to 44,91,42,4,7,4,3,0,4,9169
ME,202405,Total,65+,39,10,0,0,0,0,0,1,20190
NM,202405,Missing,45 to 54,0,0,0,0,0,0,0,0,null
OR,202404,Female,55 to 64,73,34,0,7,2,0,2,0,8604
WA,202404,Male,0 to 10,65,3,0,2,1,0,0,1,15330
NV,202404,Male,55 to 64,55,27,0,9,1,1,0,4,7947
IN,202401,Male,35 to 44,141,51,6,3,13,1,11,2,16479
CT,202405,Male,15 to 24,47,7,3,1,4,2,0,4,8796
MO,202405,Total,45 to 54,91,2,0,0,6,1,4,0,24231
IN,202403,Female,65+,63,11,0,1,0,0,0,1,30576
NV,202401,Total,Total,983,425,14,147,74,20,41,18,133987
NM,202401,Male,11 to 14,1,0,0,0,0,0,0,0,1548
WI,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,5
FL,202402,Total,55 to 64,723,312,13,27,39,28,4,28,123613
MT,202404,Missing,0 to 10,0,0,0,0,0,0,0,0,null
AK,202502,Male,25 to 34,26,14,1,8,2,1,1,0,1805
NE,202502,Male,11 to 14,2,0,0,0,0,0,0,0,537
VA,202502,Total,65+,174,40,1,1,3,2,1,3,80580
ME,202501,Male,0 to 10,2,0,0,0,1,0,0,0,2103
TN,202501,Total,Missing,17,4,0,0,1,1,0,0,458
OR,202501,Male,15 to 24,53,6,0,1,3,2,1,1,6489
SD,202501,Female,15 to 24,22,0,0,0,0,0,0,0,1772
AR,202501,Total,55 to 64,7,1,0,0,1,0,1,0,5400
HI,202501,Female,15 to 24,12,0,0,0,1,0,0,0,3384
AR,202502,Total,45 to 54,21,0,0,0,1,0,1,1,5486
NJ,202502,Male,0 to 10,34,0,0,0,0,0,0,1,20622
AZ,202502,Missing,Missing,0,0,0,0,0,0,0,0,12
OR,202501,Missing,Missing,6,5,0,3,0,0,0,0,45
CT,202501,Female,Total,359,97,11,17,12,9,0,13,106635
NE,202502,Male,25 to 34,19,2,0,0,4,0,2,1,2270
AK,202501,Female,11 to 14,11,0,0,0,0,0,0,0,473
AZ,202402,Male,Missing,1,0,0,0,0,0,0,0,41
ID,202401,Male,Missing,1,1,0,0,0,0,0,0,54
CO,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,4
UT,202403,Total,35 to 44,142,54,4,11,11,1,8,7,11825
LA,202402,Female,Missing,0,0,0,0,0,0,0,0,50
VT,202402,Female,15 to 24,17,1,0,0,0,0,0,0,1755
MT,202402,Total,25 to 34,40,15,0,9,9,2,5,1,4089
KY,202402,Male,Missing,0,0,0,0,0,0,0,0,17
SC,202402,Female,Missing,0,0,0,0,0,0,0,0,3
NJ,202402,Female,0 to 10,51,0,0,0,0,0,0,0,18631
AZ,202402,Female,25 to 34,111,46,0,25,3,1,2,4,19923
NC,202403,Female,25 to 34,229,73,2,20,14,8,5,7,34282
UT,202401,Missing,55 to 64,0,0,0,0,0,0,0,0,null
TN,202402,Male,45 to 54,172,73,4,14,20,14,4,2,14833
FL,202409,Female,45 to 54,319,85,2,11,18,17,1,22,60646
KY,202502,Female,65+,105,44,0,0,1,0,0,5,26059
WY,202406,Total,Missing,0,0,0,0,0,0,0,0,2
MD,202410,Male,45 to 54,96,36,2,1,2,1,0,4,10074
PA,202501,Male,15 to 24,190,11,0,1,3,0,1,3,21279
UT,202412,Female,35 to 44,61,22,2,4,2,1,2,3,7326
MS,202411,Total,35 to 44,59,12,1,2,4,0,1,1,12598
WI,202409,Total,11 to 14,59,0,0,0,0,0,0,0,8197
FL,202410,Female,Missing,4,0,0,0,0,0,0,1,147
GA,202410,Missing,35 to 44,0,0,0,0,0,0,0,0,12
IL,202411,Female,0 to 10,56,2,0,0,1,0,1,1,20906
NC,202412,Total,Missing,25,12,0,2,1,0,1,0,479
FL,202409,Missing,Missing,2,0,0,0,0,0,0,0,300
HI,202410,Missing,15 to 24,0,0,0,0,0,0,0,0,1
CO,202409,Female,55 to 64,44,14,0,0,0,0,0,2,9202
TN,202411,Female,65+,106,31,0,1,1,1,0,2,35865
SC,202410,Missing,Total,3,0,0,0,1,0,1,0,82
SC,202409,Male,Total,421,120,10,21,20,6,7,11,76488
IL,202412,Female,65+,166,54,8,2,0,0,0,5,68894
HI,202410,Male,0 to 10,9,2,0,0,0,0,0,0,3328
AK,202410,Female,15 to 24,30,5,0,0,1,0,1,0,2189
TX,202411,Male,25 to 34,414,66,2,16,71,39,25,11,50733
MT,202412,Female,25 to 34,16,0,0,0,1,1,0,0,2565
MA,202410,Male,35 to 44,255,127,13,11,8,8,0,10,16313
RI,202408,Total,55 to 64,29,8,0,0,0,0,0,2,5497
CT,202412,Male,Total,511,200,24,18,28,25,1,7,82783
WI,202412,Male,15 to 24,83,8,1,4,4,2,0,3,11931
CT,202409,Male,25 to 34,100,32,2,6,9,6,0,2,9447
MO,202409,Male,25 to 34,73,5,1,2,3,1,2,0,11408
AZ,202411,Missing,65+,2,0,0,0,0,0,0,0,60
DC,202410,Male,11 to 14,3,2,0,0,0,0,0,0,790
MN,202409,Male,15 to 24,106,32,0,4,3,0,1,0,7841
TX,202411,Missing,15 to 24,0,0,0,0,0,0,0,0,34
AR,202411,Female,Total,175,19,1,5,4,1,0,5,44495
DE,202410,Female,45 to 54,26,12,1,2,1,0,0,0,2444
NV,202408,Missing,11 to 14,0,0,0,0,0,0,0,0,2
NM,202409,Male,15 to 24,31,10,0,3,4,1,1,0,4601
KY,202410,Male,45 to 54,96,42,6,4,6,1,3,2,11018
DC,202409,Total,25 to 34,36,6,0,1,3,3,0,0,4860
VA,202409,Female,Missing,1,0,0,0,0,0,0,0,24
WV,202409,Female,25 to 34,37,12,2,3,2,0,1,0,6512
AR,202412,Male,0 to 10,13,0,0,0,0,0,0,0,4966
WV,202409,Female,Missing,0,0,0,0,0,0,0,0,11
WV,202409,Missing,45 to 54,0,0,0,0,0,0,0,0,null
KS,202412,Missing,Missing,1,0,0,0,0,0,0,0,19
NJ,202410,Missing,25 to 34,0,0,0,0,0,0,0,0,11
NC,202407,Missing,15 to 24,1,1,0,0,0,0,0,0,20
NE,202404,Female,65+,16,5,0,0,0,0,0,0,7747
AR,202406,Male,65+,21,4,0,0,2,1,1,0,9308
ID,202406,Missing,45 to 54,0,0,0,0,0,0,0,0,2
KS,202406,Male,11 to 14,3,0,0,0,1,0,0,0,1418
CO,202408,Total,11 to 14,34,4,0,0,0,0,0,0,5939
NE,202407,Male,65+,16,5,0,0,0,0,0,0,6623
ME,202407,Total,55 to 64,28,7,0,1,0,0,0,0,9106
NV,202406,Total,65+,119,58,0,11,5,0,4,4,28825
NY,202408,Female,55 to 64,236,70,2,2,10,10,0,4,46243
FL,202408,Female,25 to 34,400,91,5,23,29,13,6,12,88135
ME,202406,Female,55 to 64,12,4,0,0,0,0,0,0,3513
WA,202406,Female,11 to 14,49,2,0,1,0,0,0,0,3068
WI,202408,Male,55 to 64,52,15,0,0,2,1,0,0,14721
NV,202408,Female,25 to 34,71,29,1,10,6,3,2,0,12434
MN,202406,Male,Total,388,148,7,18,12,3,6,3,54922
WA,202408,Total,Missing,7,3,0,0,0,0,0,0,98
WI,202406,Male,25 to 34,112,28,1,5,3,1,0,0,12496
NE,202407,Female,65+,16,4,0,1,1,0,1,1,8237
NH,202406,Missing,45 to 54,0,0,0,0,0,0,0,0,null
AZ,202407,Total,Total,1576,549,1,204,92,16,40,33,248970
TN,202406,Male,Total,1205,465,38,81,114,60,42,26,125314
ME,202406,Female,25 to 34,19,6,0,0,0,0,0,0,3348
NV,202406,Male,45 to 54,78,46,3,20,6,1,5,1,7404
AL,202406,Total,25 to 34,193,58,3,22,19,4,11,3,27296
AZ,202408,Total,25 to 34,390,158,3,55,30,8,15,14,36390
MN,202407,Missing,35 to 44,1,1,0,0,0,0,0,0,10
VT,202407,Female,35 to 44,19,7,2,0,4,3,1,0,1697
LA,202408,Male,35 to 44,160,52,6,1,14,3,7,2,13334
NY,202406,Male,Missing,60,15,2,0,2,2,0,0,484
KY,202408,Missing,35 to 44,0,0,0,0,0,0,0,0,1
SD,202404,Female,Total,92,7,0,4,3,0,2,4,12121
WA,202407,Total,45 to 54,250,129,3,36,14,0,10,8,29016
AK,202407,Male,0 to 10,5,0,0,0,0,0,0,0,1610
NV,202408,Total,15 to 24,119,29,0,6,5,2,2,0,13815
IL,202407,Total,55 to 64,697,468,251,8,30,24,3,10,55633
AL,202408,Total,Total,1116,242,7,64,70,24,31,34,203959
NH,202404,Female,15 to 24,11,1,0,0,1,0,0,0,1488
IN,202404,Missing,65+,0,0,0,0,0,0,0,0,3
KY,202403,Missing,11 to 14,0,0,0,0,0,0,0,0,1
AZ,202405,Male,Missing,2,0,0,0,0,0,0,0,43
DE,202403,Missing,55 to 64,0,0,0,0,0,0,0,0,null
OR,202404,Missing,15 to 24,0,0,0,0,0,0,0,0,17
KS,202405,Female,11 to 14,25,0,0,0,0,0,0,0,1713
OR,202405,Total,0 to 10,56,1,0,1,0,0,0,0,16671
NE,202401,Female,11 to 14,6,0,0,0,0,0,0,0,647
WA,202401,Female,45 to 54,131,56,1,10,4,0,3,6,14678
NM,202401,Male,0 to 10,12,0,0,0,0,0,0,0,6513
LA,202405,Total,65+,103,33,0,2,1,1,0,5,47505
FL,202403,Male,55 to 64,453,184,3,20,33,24,7,18,63828
ME,202405,Total,55 to 64,40,15,2,0,1,1,0,0,8189
NY,202403,Male,Total,3511,834,108,54,161,121,15,26,342567
DE,202401,Missing,25 to 34,0,0,0,0,0,0,0,0,null
WA,202405,Missing,11 to 14,0,0,0,0,0,0,0,0,1
MI,202501,Male,Missing,6,3,0,0,0,0,0,0,736
AZ,202502,Missing,65+,0,0,0,0,0,0,0,0,54
LA,202502,Missing,15 to 24,0,0,0,0,0,0,0,0,7
NE,202502,Male,Total,92,12,0,0,6,0,4,3,21761
MI,202501,Male,65+,133,49,5,3,3,3,0,3,46974
NV,202403,Total,Total,1079,479,12,172,57,15,36,22,129037
AR,202501,Female,11 to 14,6,0,0,0,0,0,0,0,780
IN,202502,Male,65+,49,16,1,2,2,2,0,2,25277
ME,202502,Male,15 to 24,14,1,0,0,0,0,0,0,1888
MT,202502,Male,55 to 64,9,4,0,1,1,0,1,0,2071
NE,202501,Male,Missing,5,0,0,0,0,0,0,0,2538
NJ,202502,Missing,0 to 10,0,0,0,0,0,0,0,0,1
DC,202501,Male,45 to 54,30,10,2,1,1,1,0,0,1729
KY,202502,Female,55 to 64,75,31,0,1,2,1,0,3,12320
NE,202501,Male,35 to 44,16,2,0,1,1,0,1,0,2904
OH,202501,Male,25 to 34,229,54,4,12,8,5,3,4,25235
MA,202501,Male,15 to 24,73,13,0,3,7,1,0,1,12218
MS,202502,Male,Total,220,54,2,14,8,3,0,2,51200
MS,202502,Total,Missing,96,18,0,5,2,1,1,2,25390
OH,202501,Female,55 to 64,92,19,2,3,1,1,0,5,29466
MO,202502,Female,11 to 14,19,0,0,0,0,0,0,0,3351
NY,202501,Male,15 to 24,247,16,2,2,10,5,1,5,33226
RI,202501,Male,11 to 14,0,0,0,0,0,0,0,0,629
NH,202402,Missing,65+,0,0,0,0,0,0,0,0,null
OR,202403,Missing,15 to 24,0,0,0,0,0,0,0,0,17
NC,202402,Male,55 to 64,127,52,1,4,13,9,1,3,22882
PA,202401,Male,Missing,46,23,0,0,0,0,0,1,694
MS,202402,Total,15 to 24,86,11,0,7,4,0,3,0,14010
MT,202401,Male,Total,111,31,0,13,14,3,10,4,17105
VT,202403,Total,55 to 64,15,2,0,0,4,2,2,0,3285
AR,202401,Male,Total,166,32,0,8,10,2,3,2,38139
PA,202403,Male,45 to 54,209,78,9,4,10,6,2,5,23227
OR,202403,Total,45 to 54,139,58,0,18,4,0,3,2,16629
TN,202401,Male,0 to 10,92,1,0,0,2,1,1,1,17272
OH,202401,Male,45 to 54,168,44,7,9,4,2,2,1,22772
OH,202403,Female,55 to 64,105,20,1,4,2,1,1,4,27378
FL,202404,Male,0 to 10,149,1,0,0,3,0,1,1,75153
FL,202402,Missing,Missing,1,1,0,0,0,0,0,0,481
NE,202502,Missing,15 to 24,0,0,0,0,0,0,0,0,3
IL,202404,Female,45 to 54,149,60,20,1,3,3,0,8,25643
OH,202401,Total,15 to 24,348,32,1,6,8,2,2,3,52388
MT,202401,Female,45 to 54,14,4,0,1,2,0,1,1,1953
OR,202412,Female,65+,77,31,0,1,1,0,1,2,24164
KS,202410,Missing,35 to 44,0,0,0,0,0,0,0,0,1
NC,202412,Male,11 to 14,12,0,0,0,1,0,0,0,5371
FL,202409,Total,Total,5283,1510,55,225,331,196,57,162,1045355
KS,202410,Male,Total,328,68,1,30,33,7,24,9,48474
ME,202410,Female,25 to 34,20,8,1,1,0,0,0,0,3419
OH,202412,Missing,65+,0,0,0,0,0,0,0,0,23
NY,202411,Total,35 to 44,979,225,32,12,56,47,4,13,92047
WV,202501,Male,0 to 10,25,1,0,0,0,0,0,0,3835
GA,202412,Female,15 to 24,128,11,0,6,2,2,0,0,27798
NE,202412,Male,11 to 14,2,0,0,0,0,0,0,0,686
TN,202411,Female,55 to 64,68,21,1,0,1,1,0,1,16716
NM,202410,Male,Total,230,72,7,15,15,4,7,6,39628
MN,202410,Missing,Missing,2,1,0,0,0,0,0,0,14
AR,202411,Female,15 to 24,33,1,0,1,1,0,0,1,6384
MO,202409,Missing,Total,1,0,0,0,0,0,0,0,108
MT,202410,Male,0 to 10,9,0,0,0,1,0,1,0,1452
WV,202409,Missing,11 to 14,0,0,0,0,0,0,0,0,null
MN,202411,Total,25 to 34,263,93,2,9,9,3,5,2,20446
OH,202410,Total,Missing,24,2,0,0,0,0,0,0,957
AK,202410,Female,Total,115,27,0,2,3,0,3,3,15629
MD,202410,Female,55 to 64,83,35,2,4,0,0,0,0,12851
MT,202409,Female,35 to 44,21,5,0,1,5,0,5,0,2435
NV,202408,Missing,Missing,1,0,0,0,0,0,0,0,38
ID,202409,Male,Total,129,13,0,3,6,2,0,5,24233
TX,202405,Total,Missing,26,9,0,2,4,3,0,1,1382
AK,202411,Male,11 to 14,1,0,0,0,0,0,0,0,420
VT,202412,Male,15 to 24,11,2,0,0,1,0,0,0,1248
AL,202410,Female,15 to 24,117,4,0,3,4,1,1,0,16404
AZ,202410,Female,11 to 14,26,0,0,0,0,0,0,1,2463
CT,202410,Female,Missing,5,3,0,2,1,1,0,0,342
AR,202412,Male,45 to 54,13,3,0,1,2,0,1,1,3499
NM,202409,Female,0 to 10,16,2,0,1,1,0,0,0,3816
HI,202412,Male,55 to 64,11,6,1,0,1,0,1,0,3682
TX,202402,Total,0 to 10,417,6,0,1,14,4,0,1,170204
WA,202411,Total,25 to 34,505,312,0,137,14,5,5,5,35074
LA,202412,Male,15 to 24,66,9,0,1,2,0,2,0,10642
TX,202411,Total,45 to 54,466,69,4,6,58,27,28,12,108026
NH,202409,Female,55 to 64,7,0,0,0,0,0,0,0,2877
NJ,202412,Female,Total,659,159,23,7,11,9,0,14,183460
CO,202410,Male,11 to 14,3,0,0,0,0,0,0,0,3250
NM,202412,Total,0 to 10,27,1,0,0,0,0,0,0,10369
AZ,202412,Missing,25 to 34,0,0,0,0,0,0,0,0,8
NY,202410,Total,0 to 10,188,4,0,1,6,0,2,1,77231
NV,202406,Male,65+,60,26,0,7,3,0,3,3,13320
NM,202406,Total,45 to 54,57,23,2,4,9,2,2,1,10060
IN,202407,Total,0 to 10,69,2,0,0,2,0,0,1,27050
GA,202407,Female,65+,126,24,0,2,3,1,2,5,43562
NH,202408,Missing,15 to 24,0,0,0,0,0,0,0,0,2
AR,202407,Male,Total,173,18,0,2,24,6,10,7,37801
ME,202406,Total,Total,314,104,12,6,13,3,4,2,63366
CO,202408,Female,Total,477,104,1,10,18,11,4,6,101886
OR,202408,Total,0 to 10,57,4,0,0,0,0,0,1,10769
OH,202408,Male,45 to 54,175,53,4,6,12,8,5,1,24006
MN,202407,Missing,0 to 10,0,0,0,0,0,0,0,0,4
MO,202408,Missing,11 to 14,0,0,0,0,0,0,0,0,2
NV,202406,Female,55 to 64,53,20,1,5,4,0,3,0,7510
SC,202406,Female,Missing,0,0,0,0,0,0,0,0,19
NM,202406,Female,45 to 54,34,13,2,2,4,0,1,1,5311
MN,202407,Missing,55 to 64,0,0,0,0,0,0,0,0,2
MT,202407,Female,65+,25,5,0,0,0,0,0,1,6367
NC,202407,Total,Total,2662,759,28,161,148,83,44,48,421690
MN,202406,Total,55 to 64,55,19,1,0,2,2,0,0,14049
DC,202406,Total,45 to 54,44,14,0,2,3,3,0,2,3249
SD,202407,Missing,Missing,0,0,0,0,0,0,0,0,null
AZ,202408,Female,35 to 44,118,47,1,18,3,1,3,4,18821
SC,202408,Total,55 to 64,113,35,5,5,4,2,2,4,22084
GA,202408,Total,65+,235,47,0,0,5,3,2,11,80120
VT,202406,Total,45 to 54,19,7,0,0,1,1,0,0,2704
NM,202407,Male,0 to 10,23,5,0,0,0,0,0,0,4348
MS,202406,Female,11 to 14,8,0,0,0,0,0,0,0,1196
UT,202404,Missing,65+,0,0,0,0,0,0,0,0,3
OR,202405,Male,65+,70,26,0,3,1,0,0,1,20032
NM,202402,Missing,11 to 14,0,0,0,0,0,0,0,0,null
TN,202405,Female,65+,152,57,1,2,3,1,1,5,37201
IL,202405,Male,55 to 64,457,310,152,7,14,11,3,8,26941
WV,202404,Total,0 to 10,30,3,0,3,3,0,0,0,8155
NM,202401,Female,45 to 54,31,12,0,2,1,0,0,0,5614
ID,202403,Male,0 to 10,17,0,0,0,0,0,0,0,3030
CO,202405,Missing,11 to 14,0,0,0,0,0,0,0,0,1
GA,202403,Missing,15 to 24,0,0,0,0,0,0,0,0,12
DC,202404,Missing,Missing,0,0,0,0,0,0,0,0,1
DE,202402,Missing,45 to 54,0,0,0,0,0,0,0,0,null
IN,202403,Male,45 to 54,102,39,8,3,3,0,3,3,15138
MO,202405,Male,11 to 14,4,0,0,0,0,0,0,0,3596
TN,202404,Total,Total,2217,707,63,130,175,89,59,40,294515
NM,202403,Total,Missing,12,5,0,1,0,0,0,0,130
VA,202404,Missing,25 to 34,0,0,0,0,0,0,0,0,18
CT,202404,Female,Missing,9,2,0,0,0,0,0,0,328
MO,202403,Missing,35 to 44,0,0,0,0,0,0,0,0,3
NH,202405,Missing,Missing,0,0,0,0,0,0,0,0,3
NH,202404,Female,11 to 14,7,0,0,0,0,0,0,0,291
HI,202403,Female,45 to 54,7,4,0,0,0,0,0,0,2665
IN,202402,Total,Missing,4,2,0,0,0,0,0,0,102
OH,202502,Missing,65+,0,0,0,0,0,0,0,0,15
MT,202502,Missing,65+,0,0,0,0,0,0,0,0,1
AL,202502,Missing,65+,0,0,0,0,0,0,0,0,6
VA,202501,Total,0 to 10,143,5,0,0,1,0,0,0,38533
MO,202502,Female,25 to 34,46,3,0,2,0,0,0,0,15317
MN,202502,Total,15 to 24,187,32,0,9,7,1,3,3,16272
MO,202502,Male,11 to 14,3,0,0,0,0,0,0,0,2997
AK,202501,Total,35 to 44,43,18,0,6,4,1,2,0,5146
TX,202501,Female,25 to 34,307,39,3,9,24,8,11,11,104417
AL,202502,Male,55 to 64,52,15,1,3,6,4,2,1,10560
RI,202501,Missing,11 to 14,0,0,0,0,0,0,0,0,null
MA,202501,Missing,35 to 44,2,0,0,0,0,0,0,0,20
ID,202501,Female,0 to 10,25,0,0,0,0,0,0,0,2665
MI,202401,Female,65+,157,42,6,1,8,8,0,10,51922
RI,202401,Male,55 to 64,21,6,0,2,1,1,0,0,2674
DC,202402,Male,15 to 24,20,2,0,2,1,1,0,0,1434
AL,202403,Missing,Missing,0,0,0,0,0,0,0,0,496
CT,202403,Female,65+,59,11,0,1,0,0,0,1,23951
MO,202401,Female,55 to 64,30,2,0,0,1,0,1,1,12872
MT,202402,Female,11 to 14,12,2,0,0,2,1,1,0,508
VT,202403,Missing,Missing,1,1,0,0,0,0,0,0,2
NH,202402,Missing,11 to 14,0,0,0,0,0,0,0,0,null
RI,202402,Male,Total,136,45,2,8,9,8,0,5,18877
MD,202401,Female,65+,69,17,0,0,0,0,0,1,26530
NV,202406,Female,0 to 10,25,0,0,0,0,0,0,2,5097
MS,202406,Male,15 to 24,39,8,0,5,1,0,1,1,5276
LA,202403,Missing,35 to 44,0,0,0,0,0,0,0,0,12
SD,202501,Female,45 to 54,3,1,0,0,0,0,0,1,1357
MI,202502,Total,15 to 24,240,11,3,2,12,6,2,3,38702
PA,202402,Male,15 to 24,187,20,5,3,7,2,1,2,19984
UT,202401,Missing,25 to 34,0,0,0,0,0,0,0,0,3
DC,202402,Female,15 to 24,21,1,0,0,0,0,0,0,2287
WY,202402,Female,Total,29,2,0,0,1,0,0,2,5924
WY,202401,Female,65+,5,1,0,0,0,0,0,2,1693
GA,202410,Total,45 to 54,186,31,1,3,19,7,11,7,41977
OR,202409,Female,35 to 44,72,29,0,11,5,1,4,0,10017
WV,202501,Male,Total,207,81,9,8,16,6,3,4,38646
SC,202501,Female,65+,61,11,0,0,2,2,0,3,24941
TX,202402,Female,Missing,13,0,0,0,1,1,0,0,811
NM,202501,Male,15 to 24,38,8,1,0,3,3,0,1,4315
MA,202410,Female,Total,858,226,21,15,33,26,0,22,144160
VA,202410,Male,45 to 54,99,40,4,1,5,5,0,3,16540
VA,202411,Male,55 to 64,104,44,10,1,5,4,0,1,18315
NC,202411,Total,65+,279,73,0,2,15,12,2,7,99684
HI,202411,Male,55 to 64,19,4,0,0,1,0,1,0,3429
AL,202410,Missing,25 to 34,0,0,0,0,0,0,0,0,7
TX,202407,Female,45 to 54,278,50,2,5,16,9,6,17,68265
MN,202412,Female,35 to 44,73,23,1,1,5,0,4,1,12373
LA,202409,Female,65+,59,12,0,1,0,0,0,2,26044
MT,202412,Total,65+,38,13,0,0,0,0,0,0,11043
MO,202411,Male,Total,307,22,2,4,15,2,10,2,93641
WA,202409,Total,Missing,15,11,0,6,4,0,4,0,99
GA,202409,Female,Total,847,100,6,14,50,26,18,22,200685
SC,202409,Total,Total,833,214,15,31,32,8,13,22,172325
SC,202409,Missing,25 to 34,1,0,0,0,0,0,0,0,9
TX,202401,Female,35 to 44,312,60,1,7,29,14,16,15,80764
OR,202411,Total,65+,149,54,0,3,2,1,1,3,39156
MS,202410,Missing,25 to 34,0,0,0,0,0,0,0,0,2
MS,202412,Total,45 to 54,45,8,0,1,7,2,4,1,11381
HI,202410,Missing,Missing,0,0,0,0,0,0,0,0,1
TX,202410,Female,45 to 54,220,32,1,2,11,5,6,8,64445
TX,202401,Male,45 to 54,230,51,2,4,26,13,10,8,52460
RI,202411,Total,45 to 54,29,13,0,2,1,1,0,0,3645
NM,202410,Total,35 to 44,75,22,2,5,9,1,7,3,11557
SC,202412,Missing,Total,1,0,0,0,0,0,0,0,63
IL,202412,Male,0 to 10,65,1,0,0,1,0,0,1,34233
NJ,202409,Total,Missing,43,11,3,0,0,0,0,0,509
NY,202409,Female,45 to 54,263,57,3,1,3,3,0,5,41291
DE,202412,Total,55 to 64,69,43,1,8,0,0,0,2,5427
PA,202411,Total,45 to 54,420,127,17,11,22,18,4,3,48917
LA,202410,Total,Missing,2,0,0,0,0,0,0,0,160
NM,202501,Male,0 to 10,12,0,0,0,0,0,0,0,5056
PA,202407,Total,45 to 54,446,147,20,12,27,20,4,3,52519
CT,202406,Total,65+,144,47,3,7,3,2,1,5,44357
AK,202407,Male,25 to 34,28,13,0,2,4,2,2,0,2034
PA,202406,Male,0 to 10,80,2,0,1,0,0,0,1,23355
IN,202406,Missing,45 to 54,0,0,0,0,0,0,0,0,4
VT,202406,Female,0 to 10,4,0,0,0,1,0,0,0,855
SD,202408,Missing,65+,0,0,0,0,0,0,0,0,null
KY,202407,Total,15 to 24,175,32,2,6,12,3,5,2,23334
SD,202407,Female,11 to 14,2,0,0,0,0,0,0,0,300
SC,202408,Female,35 to 44,70,23,2,3,2,0,1,1,13767
MD,202407,Male,55 to 64,152,64,8,7,3,2,1,3,12564
NH,202408,Missing,25 to 34,0,0,0,0,0,0,0,0,1
OR,202408,Male,15 to 24,47,10,0,4,3,1,1,3,6363
IL,202407,Male,45 to 54,323,200,93,2,12,10,2,0,25098
VA,202408,Female,65+,101,18,0,0,0,0,0,2,48683
SD,202401,Female,25 to 34,1,1,0,1,0,0,0,0,1687
NM,202406,Male,11 to 14,4,0,0,0,0,0,0,0,1000
SC,202408,Total,11 to 14,33,0,0,0,0,0,0,0,5254
NH,202407,Male,0 to 10,4,0,0,0,0,0,0,0,2218
AZ,202406,Missing,35 to 44,0,0,0,0,0,0,0,0,10
WI,202408,Female,Total,540,64,3,4,10,6,1,11,131933
ME,202407,Male,25 to 34,31,7,0,1,3,2,0,0,2933
FL,202407,Missing,15 to 24,0,0,0,0,0,0,0,0,23
WI,202406,Total,Missing,3,1,0,0,0,0,0,0,199
NV,202407,Missing,11 to 14,0,0,0,0,0,0,0,0,2
MI,202407,Male,25 to 34,190,54,18,3,24,7,14,6,21605
PA,202408,Missing,0 to 10,0,0,0,0,0,0,0,0,12
HI,202405,Total,0 to 10,12,0,0,0,0,0,0,0,6581
